Side Win Lose,Side,WinLose,func,total_tp_exits,Avg Entry Price,Num Transact,Last Max Shares,Initial Qty,Target Qty,Total P/L,ROE (P/L %),Slippage Costs,Transaction Costs,holding_time,profitable_time,profitable_time_pct,first_negpl_time,first_pospl_time,last_negpl_time,last_pospl_time,max_shares_reached_pct,max_shares_reached_time,body_above_buy_price_time,wick_above_buy_price_time,max_pl_body,min_pl_body,max_pl_wick,min_pl_wick,max_plpc_body,min_plpc_body,max_plpc_wick,min_plpc_wick,max_pl_body_time,min_pl_body_time,max_pl_wick_time,min_pl_wick_time,breakout_pre_vwap_dist,breakout_post_vwap_dist,breakout_pre_vwap_std,breakout_post_vwap_std,breakout_pre_vwap_std_close,breakout_post_vwap_std_close,avg_vwap_dist,avg_vwap_std,avg_vwap_std_close,best_vwap_std_close,worst_vwap_std_close,best_vwap_std_close_time,worst_vwap_std_close_time,avg_entry_price_diff,avg_central_value_dist,avg_prior_central_value_dist,net_price_diff_body,best_price_diff_body,worst_price_diff_body,best_price_diff_wick,worst_price_diff_wick,best_price_diff_body_time,worst_price_diff_body_time,best_price_diff_wick_time,worst_price_diff_wick_time,ref_price,ref_area_width,avg_area_width,market_phase_inc,market_phase_dec,doji_ratio,mfi_divergence,rsi_divergence,abs_doji_ratio,wick_ratio,nr4_hl_diff,nr7_hl_diff,volume_ratio,ATR_ratio,entry_time_since_latest_touch,entry_time_since_min_touch,entry_touch_formation_time,entry_touch_density,entry_touch_regularity,entry_atr_trend,entry_num_touches,volume,trade_count,MACD,MACD_signal,MACD_hist,MACD_hist_roc,RSI,RSI_roc,MFI,MFI_roc,VWAP,VWAP_dist,VWAP_std,VWAP_std_close,central_value,central_value_dist,exit_ema,exit_ema_dist,H_L,ATR,MTR,avg_volume,avg_trade_count,log_return,volatility,rolling_range_min_4,rolling_range_min_7,rolling_ATR,ADX,trend_strength,buy_vol_balance,buy_vol_concentration,buy_vol_kurtosis,buy_hvn_balance,buy_hvn_concentration,buy_hvn_avg_prominence,sell_vol_balance,sell_vol_concentration,sell_vol_kurtosis,sell_hvn_balance,sell_hvn_concentration,sell_hvn_avg_prominence
Long Lose 25%,Long,Lose,25%,0.0,20.72,3.5,231.5,25.0,239.0,-23.09,-0.76,0.48,0.4,5.0,0.0,0.0,1.0,4.0,5.0,4.0,15.18,4.0,3.5,7.5,0.0,-23.09,0.34,-23.09,0.0,-0.76,0.02,-0.76,2.0,8.5,4.5,8.5,0.0,-0.27,0.1,0.09,0.64,-3.1,-0.09,0.05,-0.4,2.83,-3.98,1.0,7.0,0.03,-0.26,0.14,-0.55,0.11,-0.55,0.29,-0.58,2.0,8.5,4.5,4.0,20.7,0.09,0.1,0.61,0.23,0.51,-0.03,0.0,0.51,1.39,0.01,0.02,1.17,1.04,3.0,14.5,10.0,0.11,0.98,-0.0,13.0,147333.0,656.0,-0.03,-0.02,-0.01,0.0,42.27,3.73,38.79,-2.35,20.13,0.56,0.57,0.96,20.74,-0.04,20.75,-0.04,0.06,0.06,0.05,113499.26,527.14,0.0,0.0,0.04,0.04,0.05,25.55,-14.1,-0.46,0.43,-2.77,-1.0,0.84,0.0,-0.4,0.37,-2.8,-0.97,0.83,0.0
Long Lose 50%,Long,Lose,50%,0.0,20.73,5.0,243.0,29.0,243.0,-12.09,-0.69,0.75,0.62,8.0,0.0,0.0,1.0,4.0,8.0,4.0,21.71,5.0,5.0,9.0,0.0,-12.09,0.69,-12.09,0.0,-0.69,0.05,-0.69,4.0,9.0,5.0,9.0,0.12,-0.23,0.13,0.11,2.02,-2.71,-0.08,0.08,0.19,3.4,-3.7,1.0,9.0,0.05,0.05,0.17,-0.48,0.12,-0.48,0.36,-0.51,3.0,9.0,5.0,8.0,20.7,0.1,0.1,0.75,0.25,0.66,0.0,0.0,0.66,1.51,0.02,0.02,1.62,1.1,3.0,24.0,13.0,0.17,1.31,-0.0,15.0,177300.0,675.0,0.01,0.0,0.0,0.0,55.5,5.1,50.1,1.51,20.2,0.63,0.57,1.08,20.82,0.04,20.82,0.04,0.06,0.06,0.05,117714.61,565.05,0.0,0.0,0.04,0.04,0.06,32.82,2.88,-0.42,0.44,-2.67,-1.0,0.85,0.0,-0.37,0.39,-2.7,-0.94,0.86,0.0
Long Lose 75%,Long,Lose,75%,0.5,20.83,5.5,285.0,30.5,285.0,-7.4,-0.66,1.63,1.34,8.5,0.5,5.56,1.0,4.0,8.5,4.0,60.86,14.0,6.5,9.5,0.28,-7.4,1.33,-7.4,0.02,-0.66,0.1,-0.66,13.5,17.0,14.0,17.0,0.2,-0.11,0.14,0.11,2.07,-1.34,-0.03,0.1,0.34,6.23,-3.36,12.5,17.0,0.09,0.17,0.19,-0.47,0.18,-0.47,0.37,-0.5,3.5,17.0,5.5,16.5,20.8,0.1,0.1,0.77,0.39,0.73,0.0,0.0,0.73,2.13,0.05,0.05,1.83,1.13,36.0,46.5,71.5,0.42,1.87,-0.0,16.5,208245.0,761.0,0.01,0.0,0.0,0.0,56.48,6.39,56.45,2.91,20.21,0.67,0.58,1.16,20.82,0.06,20.82,0.06,0.09,0.07,0.05,140630.33,688.32,0.0,0.0,0.05,0.04,0.06,44.62,8.48,-0.17,0.44,-2.34,-0.32,0.87,0.0,-0.17,0.4,-2.44,-0.17,0.88,0.0
Long Lose max,Long,Lose,max,1.0,20.94,6.0,327.0,32.0,327.0,-2.71,-0.62,2.51,2.05,9.0,1.0,11.11,1.0,4.0,9.0,4.0,100.0,23.0,8.0,10.0,0.56,-2.71,1.97,-2.71,0.04,-0.62,0.15,-0.62,23.0,25.0,23.0,25.0,0.27,0.0,0.15,0.12,2.12,0.03,0.02,0.12,0.5,9.06,-3.01,24.0,25.0,0.13,0.29,0.2,-0.46,0.24,-0.46,0.39,-0.5,4.0,25.0,6.0,25.0,20.9,0.1,0.1,0.78,0.53,0.79,0.0,0.0,0.79,2.75,0.08,0.08,2.03,1.17,69.0,69.0,130.0,0.67,2.43,-0.0,18.0,239190.0,847.0,0.01,0.01,0.0,0.0,57.47,7.68,62.79,4.31,20.22,0.71,0.59,1.24,20.83,0.09,20.82,0.08,0.12,0.07,0.06,163546.05,811.59,0.0,0.0,0.06,0.04,0.06,56.42,14.09,0.08,0.44,-2.02,0.37,0.9,0.0,0.04,0.42,-2.17,0.6,0.9,0.0
Short Win mean,Short,Win,mean,1.5,20.44,6.0,131.0,66.5,258.0,41.86,0.8,2.76,2.26,24.5,23.0,94.05,2.5,2.0,3.0,24.5,100.0,5.0,25.5,26.5,57.32,-1.79,60.48,-5.25,1.1,-0.06,1.16,-0.26,21.5,4.0,24.5,3.0,0.32,0.38,0.12,0.25,2.9,1.55,0.71,0.52,1.47,2.14,0.62,8.0,26.0,0.4,1.15,-0.01,2.18,2.74,-0.06,2.89,-0.46,21.5,0.5,22.0,1.5,20.53,0.09,0.09,0.66,0.34,0.79,0.0,0.0,0.79,1.27,0.07,0.07,1.19,1.07,3.5,62.5,9.0,0.14,1.84,-0.0,12.5,158704.0,761.5,0.04,0.03,0.0,0.0,33.5,5.46,24.05,2.34,20.16,-0.37,0.58,-0.64,20.67,0.14,20.67,0.13,0.11,0.07,0.06,133188.23,645.19,-0.0,0.0,0.04,0.04,0.06,38.64,22.34,-0.28,0.41,-2.71,-0.76,0.81,0.0,-0.29,0.41,-2.76,-0.77,0.82,0.0
Short Win std,Short,Win,std,0.71,0.02,1.41,108.89,58.69,15.56,9.27,0.22,0.16,0.13,6.36,5.66,1.34,2.12,1.41,1.41,6.36,0.0,2.83,6.36,7.78,22.73,0.43,24.14,0.12,0.5,0.05,0.53,0.03,3.54,0.0,7.78,1.41,0.07,0.12,0.07,0.11,1.1,0.17,0.14,0.09,0.02,0.12,0.01,1.41,8.49,0.11,0.2,0.03,0.64,0.61,0.09,0.68,0.03,3.54,0.71,4.24,2.12,0.05,0.01,0.01,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.08,0.04,3.54,84.15,0.0,0.1,0.34,0.0,0.71,26841.77,221.32,0.03,0.03,0.0,0.0,12.27,1.57,12.44,0.24,0.1,0.14,0.01,0.23,0.04,0.09,0.04,0.09,0.01,0.01,0.0,13501.47,154.25,0.0,0.0,0.0,0.0,0.0,23.34,6.53,0.12,0.03,0.31,0.01,0.08,0.0,0.08,0.01,0.27,0.06,0.07,0.0
Short Win min,Short,Win,min,1.0,20.43,5.0,54.0,25.0,247.0,35.31,0.64,2.65,2.16,20.0,19.0,93.1,1.0,1.0,2.0,20.0,100.0,3.0,21.0,21.0,41.25,-2.1,43.41,-5.34,0.75,-0.09,0.79,-0.28,19.0,4.0,19.0,2.0,0.27,0.29,0.07,0.17,2.12,1.43,0.61,0.45,1.45,2.06,0.62,7.0,20.0,0.32,1.01,-0.03,1.73,2.31,-0.12,2.41,-0.49,19.0,0.0,19.0,0.0,20.5,0.09,0.09,0.51,0.18,0.79,-0.0,-0.0,0.79,1.27,0.07,0.07,1.13,1.04,1.0,3.0,9.0,0.07,1.6,-0.0,12.0,139724.0,605.0,0.02,0.01,0.0,0.0,24.83,4.35,15.26,2.17,20.09,-0.47,0.57,-0.8,20.64,0.08,20.64,0.07,0.11,0.06,0.06,123641.25,536.12,-0.0,0.0,0.04,0.04,0.06,22.14,17.73,-0.36,0.39,-2.94,-0.77,0.75,0.0,-0.35,0.4,-2.95,-0.81,0.77,0.0
Short Win 25%,Short,Win,25%,1.25,20.44,5.5,92.5,45.75,252.5,38.59,0.72,2.7,2.21,22.25,21.0,93.58,1.75,1.5,2.5,22.25,100.0,4.0,23.25,23.75,49.28,-1.95,51.94,-5.3,0.93,-0.08,0.98,-0.27,20.25,4.0,21.75,2.5,0.29,0.33,0.1,0.21,2.51,1.49,0.66,0.48,1.46,2.1,0.62,7.5,23.0,0.36,1.08,-0.02,1.95,2.53,-0.09,2.65,-0.47,20.25,0.25,20.5,0.75,20.52,0.09,0.09,0.59,0.26,0.79,0.0,0.0,0.79,1.27,0.07,0.07,1.16,1.06,2.25,32.75,9.0,0.1,1.72,-0.0,12.25,149214.0,683.25,0.03,0.02,0.0,0.0,29.16,4.91,19.65,2.25,20.13,-0.42,0.57,-0.72,20.66,0.11,20.65,0.1,0.11,0.06,0.06,128414.74,590.66,-0.0,0.0,0.04,0.04,0.06,30.39,20.03,-0.32,0.4,-2.83,-0.77,0.78,0.0,-0.32,0.41,-2.85,-0.79,0.8,0.0
Short Win 50%,Short,Win,50%,1.5,20.44,6.0,131.0,66.5,258.0,41.86,0.8,2.76,2.26,24.5,23.0,94.05,2.5,2.0,3.0,24.5,100.0,5.0,25.5,26.5,57.32,-1.79,60.48,-5.25,1.1,-0.06,1.16,-0.26,21.5,4.0,24.5,3.0,0.32,0.38,0.12,0.25,2.9,1.55,0.71,0.52,1.47,2.14,0.62,8.0,26.0,0.4,1.15,-0.01,2.18,2.74,-0.06,2.89,-0.46,21.5,0.5,22.0,1.5,20.53,0.09,0.09,0.66,0.34,0.79,-0.0,-0.0,0.79,1.27,0.07,0.07,1.19,1.07,3.5,62.5,9.0,0.14,1.84,-0.0,12.5,158704.0,761.5,0.04,0.03,0.0,0.0,33.5,5.46,24.05,2.34,20.16,-0.37,0.58,-0.64,20.67,0.14,20.67,0.13,0.11,0.07,0.06,133188.23,645.19,-0.0,0.0,0.04,0.04,0.06,38.64,22.34,-0.28,0.41,-2.71,-0.76,0.81,0.0,-0.29,0.41,-2.76,-0.77,0.82,0.0
Short Win 75%,Short,Win,75%,1.75,20.45,6.5,169.5,87.25,263.5,45.14,0.88,2.82,2.3,26.75,25.0,94.53,3.25,2.5,3.5,26.75,100.0,6.0,27.75,29.25,65.35,-1.64,69.01,-5.21,1.28,-0.05,1.35,-0.25,22.75,4.0,27.25,3.5,0.34,0.42,0.15,0.29,3.29,1.61,0.76,0.55,1.48,2.18,0.63,8.5,29.0,0.44,1.22,0.0,2.41,2.96,-0.03,3.13,-0.45,22.75,0.75,23.5,2.25,20.55,0.1,0.1,0.74,0.41,0.79,-0.0,-0.0,0.79,1.27,0.08,0.08,1.22,1.09,4.75,92.25,9.0,0.17,1.95,-0.0,12.75,168194.0,839.75,0.05,0.04,0.0,0.0,37.84,6.02,28.45,2.42,20.19,-0.32,0.58,-0.56,20.69,0.17,20.68,0.16,0.12,0.07,0.06,137961.72,699.73,-0.0,0.0,0.04,0.04,0.06,46.89,24.65,-0.23,0.42,-2.6,-0.76,0.84,0.0,-0.26,0.41,-2.66,-0.75,0.85,0.0
Short Win max,Short,Win,max,2.0,20.46,7.0,208.0,108.0,269.0,48.42,0.96,2.87,2.35,29.0,27.0,95.0,4.0,3.0,4.0,29.0,100.0,7.0,30.0,32.0,73.39,-1.49,77.55,-5.17,1.45,-0.03,1.53,-0.24,24.0,4.0,30.0,4.0,0.37,0.46,0.17,0.33,3.68,1.67,0.81,0.58,1.49,2.22,0.63,9.0,32.0,0.48,1.29,0.01,2.64,3.17,0.0,3.37,-0.44,24.0,1.0,25.0,3.0,20.56,0.1,0.1,0.82,0.49,0.79,-0.0,-0.0,0.79,1.27,0.08,0.08,1.24,1.1,6.0,122.0,9.0,0.21,2.07,-0.0,13.0,177684.0,918.0,0.06,0.06,0.0,0.0,42.18,6.57,32.85,2.51,20.23,-0.27,0.59,-0.48,20.7,0.2,20.7,0.2,0.12,0.07,0.06,142735.21,754.26,-0.0,0.0,0.04,0.04,0.06,55.14,26.96,-0.19,0.43,-2.49,-0.75,0.87,0.0,-0.24,0.42,-2.56,-0.73,0.87,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Win count,Long,Win,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Long Lose count,Long,Lose,count,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
