Side Win Lose,Side,WinLose,func,total_tp_exits,Avg Entry Price,Num Transact,Last Max Shares,Initial Qty,Target Qty,Total P/L,ROE (P/L %),Slippage Costs,Transaction Costs,holding_time,profitable_time,profitable_time_pct,first_negpl_time,first_pospl_time,last_negpl_time,last_pospl_time,max_shares_reached_pct,max_shares_reached_time,body_above_buy_price_time,wick_above_buy_price_time,max_pl_body,min_pl_body,max_pl_wick,min_pl_wick,max_plpc_body,min_plpc_body,max_plpc_wick,min_plpc_wick,max_pl_body_time,min_pl_body_time,max_pl_wick_time,min_pl_wick_time,breakout_pre_vwap_dist,breakout_post_vwap_dist,breakout_pre_vwap_std,breakout_post_vwap_std,breakout_pre_vwap_std_close,breakout_post_vwap_std_close,avg_vwap_dist,avg_vwap_std,avg_vwap_std_close,best_vwap_std_close,worst_vwap_std_close,best_vwap_std_close_time,worst_vwap_std_close_time,avg_entry_price_diff,avg_central_value_dist,avg_prior_central_value_dist,net_price_diff_body,best_price_diff_body,worst_price_diff_body,best_price_diff_wick,worst_price_diff_wick,best_price_diff_body_time,worst_price_diff_body_time,best_price_diff_wick_time,worst_price_diff_wick_time,ref_price,ref_area_width,avg_area_width,market_phase_inc,market_phase_dec,doji_ratio,mfi_divergence,rsi_divergence,abs_doji_ratio,wick_ratio,nr4_hl_diff,nr7_hl_diff,volume_ratio,ATR_ratio,entry_time_since_latest_touch,entry_time_since_min_touch,entry_touch_formation_time,entry_touch_density,entry_touch_regularity,entry_atr_trend,entry_num_touches,volume,trade_count,MACD,MACD_signal,MACD_hist,MACD_hist_roc,RSI,RSI_roc,MFI,MFI_roc,VWAP,VWAP_dist,VWAP_std,VWAP_std_close,central_value,central_value_dist,exit_ema,exit_ema_dist,H_L,ATR,MTR,avg_volume,avg_trade_count,log_return,volatility,rolling_range_min_4,rolling_range_min_7,rolling_ATR,ADX,trend_strength,buy_vol_balance,buy_vol_concentration,buy_vol_kurtosis,buy_hvn_balance,buy_hvn_concentration,buy_hvn_avg_prominence,sell_vol_balance,sell_vol_concentration,sell_vol_kurtosis,sell_hvn_balance,sell_hvn_concentration,sell_hvn_avg_prominence
Short Win max,Short,Win,max,3.0,141.65,11.0,242.0,139.0,250.0,159.07,0.54,2.62,2.86,30.0,28.0,100.0,3.0,7.0,17.0,30.0,100.0,17.0,31.0,33.0,239.97,0.0,312.57,-3.54,1.13,0.0,1.23,-0.05,34.0,18.0,35.0,18.0,0.35,0.33,0.23,0.51,5.86,2.29,0.55,0.32,1.76,4.12,0.78,27.0,21.0,1.15,1.0,0.23,1.74,2.16,0.0,2.3,-0.07,34.0,12.0,35.0,12.0,141.81,0.71,0.71,0.89,0.78,0.97,-0.0,-0.0,0.97,2.83,0.38,0.38,1.86,1.31,38.0,38.0,188.0,0.53,2.25,0.0,25.0,1346684.0,14755.0,0.21,0.17,0.1,0.03,47.63,7.72,61.92,12.44,144.85,4.57,3.71,1.45,142.22,0.56,142.21,0.55,0.57,0.37,0.41,1340583.35,14999.97,-0.0,0.0,0.26,0.26,0.41,47.29,36.31,-0.15,0.39,-2.49,-0.5,0.79,0.0,-0.12,0.37,-2.45,-0.47,0.81,0.0
Short Lose mean,Short,Lose,mean,0.34,134.57,3.27,200.85,25.07,220.61,-15.55,-0.2,0.8,0.93,5.27,1.34,18.07,1.56,2.41,5.27,5.65,32.99,2.9,3.85,6.17,2.97,-16.26,6.46,-19.05,0.04,-0.2,0.08,-0.23,3.15,6.12,3.83,5.95,0.1,-0.06,0.07,0.07,1.82,-0.86,-0.01,0.04,-1.21,0.78,-3.14,3.1,5.2,0.05,0.09,0.06,-0.14,0.08,-0.15,0.15,-0.21,3.05,4.68,2.76,3.59,134.65,0.3,0.3,0.68,0.32,0.65,-0.01,-0.0,0.65,1.96,0.09,0.12,1.1,1.02,8.22,15.34,39.27,0.18,1.62,-0.0,13.15,507339.27,4503.8,0.05,0.03,0.0,0.01,43.05,4.29,44.44,3.73,135.76,1.12,1.6,0.33,134.85,0.2,134.84,0.2,0.23,0.2,0.18,452283.85,4018.94,-0.0,0.0,0.14,0.11,0.19,32.71,13.11,-0.23,0.31,-2.71,-0.68,0.67,0.0,-0.24,0.32,-2.7,-0.66,0.68,0.0
Short Lose std,Short,Lose,std,0.62,10.04,1.61,49.49,23.47,16.87,17.08,0.12,0.86,0.99,3.54,2.06,25.87,1.32,2.27,3.54,4.08,34.85,3.48,3.45,3.61,6.02,17.34,11.97,20.04,0.09,0.12,0.1,0.13,3.94,3.53,3.91,3.51,0.07,0.11,0.05,0.04,1.58,1.56,0.05,0.03,2.1,3.04,1.89,2.77,3.54,0.11,0.17,0.07,0.12,0.14,0.11,0.14,0.11,3.87,3.04,3.8,2.77,10.02,0.13,0.13,0.17,0.17,0.21,0.01,0.0,0.21,1.76,0.08,0.08,0.39,0.11,14.98,23.91,38.51,0.09,0.69,0.0,7.81,411632.21,3884.18,0.08,0.07,0.02,0.01,8.28,2.24,14.88,4.97,9.15,1.82,0.95,0.92,10.0,0.18,10.0,0.18,0.11,0.09,0.08,337777.0,3220.81,0.0,0.0,0.08,0.05,0.08,10.27,13.14,0.15,0.07,0.74,0.33,0.12,0.0,0.17,0.05,0.73,0.38,0.11,0.0
Short Lose min,Short,Lose,min,0.0,117.49,2.0,47.0,1.0,197.0,-78.97,-0.61,0.01,0.01,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0,2.0,0.0,-78.97,0.0,-83.25,0.0,-0.61,0.0,-0.65,0.0,1.0,0.0,1.0,-0.01,-0.27,0.01,0.0,-0.15,-3.75,-0.1,0.01,-9.67,-9.67,-9.67,1.0,1.0,-0.08,-0.6,-0.03,-0.48,0.0,-0.48,0.0,-0.58,0.0,0.0,0.0,0.0,117.51,0.14,0.14,0.31,0.08,0.08,-0.06,-0.01,0.08,1.03,0.0,0.0,0.51,0.81,1.0,1.0,3.0,0.04,0.69,-0.0,4.0,106042.0,996.0,-0.29,-0.23,-0.07,-0.01,22.62,-0.65,18.39,-5.4,120.42,-1.05,0.72,-0.98,117.71,-0.51,117.7,-0.51,0.06,0.09,0.08,192248.23,1457.4,-0.0,0.0,0.04,0.04,0.1,13.99,-28.65,-0.46,0.16,-2.99,-1.0,0.32,0.0,-0.55,0.19,-2.99,-1.0,0.39,0.0
Short Lose 25%,Short,Lose,25%,0.0,130.39,2.0,199.0,7.0,208.0,-23.42,-0.26,0.15,0.19,3.0,0.0,0.0,1.0,1.0,3.0,2.0,7.14,0.0,1.0,4.0,0.0,-27.35,0.19,-28.15,0.0,-0.26,0.01,-0.29,0.0,4.0,1.0,4.0,0.06,-0.13,0.04,0.04,1.36,-1.79,-0.04,0.02,-1.85,-0.9,-3.3,1.0,2.0,0.0,0.06,0.01,-0.22,0.0,-0.22,0.06,-0.27,0.0,3.0,0.0,2.0,130.42,0.2,0.2,0.54,0.18,0.5,0.0,0.0,0.5,1.25,0.03,0.06,0.85,0.96,1.0,2.0,14.0,0.12,0.99,-0.0,8.0,222210.0,2390.0,0.02,0.0,-0.01,0.0,39.01,3.06,33.45,0.48,131.44,-0.51,0.77,-0.64,130.79,0.14,130.78,0.13,0.14,0.14,0.12,251585.45,2195.34,-0.0,0.0,0.08,0.07,0.13,24.48,6.77,-0.35,0.26,-2.95,-0.94,0.6,0.0,-0.38,0.29,-2.96,-0.96,0.63,0.0
Short Lose 50%,Short,Lose,50%,0.0,137.65,3.0,211.0,19.0,213.0,-8.6,-0.17,0.44,0.51,4.0,0.0,0.0,1.0,1.0,4.0,6.0,19.2,1.0,3.0,5.0,0.0,-8.6,1.51,-12.3,0.0,-0.17,0.06,-0.2,1.0,5.0,2.0,5.0,0.08,-0.07,0.06,0.05,1.59,-1.32,-0.01,0.03,-1.21,1.35,-2.76,2.0,4.0,0.0,0.09,0.02,-0.14,0.03,-0.14,0.11,-0.19,2.0,5.0,1.0,3.0,137.73,0.26,0.26,0.7,0.3,0.68,0.0,0.0,0.68,1.47,0.08,0.11,1.06,1.01,2.0,4.0,30.0,0.16,1.39,-0.0,10.0,337594.0,2686.0,0.05,0.04,0.01,0.01,42.55,4.35,44.35,3.13,137.25,0.83,1.26,0.62,137.87,0.2,137.86,0.19,0.22,0.17,0.16,331407.86,2784.61,-0.0,0.0,0.11,0.09,0.17,31.76,11.95,-0.25,0.31,-2.91,-0.75,0.67,0.0,-0.28,0.33,-2.91,-0.74,0.7,0.0
Short Lose 75%,Short,Lose,75%,1.0,141.94,4.0,225.0,37.0,226.0,-3.89,-0.11,1.12,1.24,7.0,2.0,33.33,1.0,3.0,7.0,7.0,43.5,4.0,5.0,8.0,2.25,-3.9,7.54,-3.9,0.04,-0.11,0.09,-0.14,4.0,9.0,4.0,7.0,0.11,0.02,0.08,0.09,2.15,0.57,0.01,0.04,0.38,2.63,-1.88,4.0,7.0,0.06,0.13,0.09,-0.07,0.09,-0.08,0.19,-0.12,5.0,6.0,3.0,5.0,142.16,0.34,0.34,0.82,0.46,0.8,0.0,0.0,0.8,2.0,0.13,0.16,1.25,1.05,9.0,18.0,51.0,0.22,2.06,0.0,19.0,588721.0,4645.0,0.1,0.07,0.02,0.01,46.23,5.01,50.88,7.69,143.22,2.74,1.97,1.2,142.25,0.29,142.24,0.29,0.3,0.24,0.22,444412.47,3849.82,-0.0,0.0,0.16,0.13,0.23,40.93,20.16,-0.13,0.37,-2.81,-0.57,0.79,0.0,-0.11,0.35,-2.8,-0.58,0.77,0.0
Short Lose max,Short,Lose,max,2.0,151.03,7.0,251.0,91.0,251.0,-0.13,-0.01,2.57,2.82,17.0,7.0,85.71,7.0,8.0,17.0,16.0,100.0,13.0,15.0,16.0,25.91,-0.13,57.87,-0.16,0.47,-0.03,0.52,-0.06,15.0,15.0,15.0,15.0,0.38,0.26,0.23,0.2,10.43,2.77,0.22,0.21,1.33,8.28,-0.91,12.0,15.0,0.54,0.62,0.29,0.17,0.74,0.0,0.75,-0.07,15.0,13.0,15.0,13.0,151.05,0.66,0.66,0.92,0.69,0.97,-0.0,-0.0,0.97,12.0,0.33,0.33,2.2,1.37,82.0,82.0,190.0,0.42,3.25,0.0,40.0,1646179.0,18528.0,0.21,0.16,0.06,0.04,70.22,11.63,81.88,16.4,150.48,5.01,3.7,1.62,151.31,0.46,151.3,0.46,0.52,0.39,0.38,1516530.7,13078.64,-0.0,0.0,0.36,0.25,0.4,50.53,46.7,0.15,0.43,1.51,0.41,0.85,0.0,0.13,0.39,1.12,0.47,0.88,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Win count,Long,Win,count,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0,29.0,23.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
Long Lose count,Long,Lose,count,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,28.0,58.0,28.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
Short Win count,Short,Win,count,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,16.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Short Lose count,Short,Lose,count,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,17.0,41.0,17.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
