Side Win Lose,Side,WinLose,func,total_tp_exits,Avg Entry Price,Num Transact,Last Max Shares,Initial Qty,Target Qty,Total P/L,ROE (P/L %),Slippage Costs,Transaction Costs,holding_time,profitable_time,profitable_time_pct,first_negpl_time,first_pospl_time,last_negpl_time,last_pospl_time,max_shares_reached_pct,max_shares_reached_time,body_above_buy_price_time,wick_above_buy_price_time,max_pl_body,min_pl_body,max_pl_wick,min_pl_wick,max_plpc_body,min_plpc_body,max_plpc_wick,min_plpc_wick,max_pl_body_time,min_pl_body_time,max_pl_wick_time,min_pl_wick_time,breakout_pre_vwap_dist,breakout_post_vwap_dist,breakout_pre_vwap_std,breakout_post_vwap_std,breakout_pre_vwap_std_close,breakout_post_vwap_std_close,avg_vwap_dist,avg_vwap_std,avg_vwap_std_close,best_vwap_std_close,worst_vwap_std_close,best_vwap_std_close_time,worst_vwap_std_close_time,avg_entry_price_diff,avg_central_value_dist,avg_prior_central_value_dist,net_price_diff_body,best_price_diff_body,worst_price_diff_body,best_price_diff_wick,worst_price_diff_wick,best_price_diff_body_time,worst_price_diff_body_time,best_price_diff_wick_time,worst_price_diff_wick_time,ref_price,ref_area_width,avg_area_width,market_phase_inc,market_phase_dec,doji_ratio,mfi_divergence,rsi_divergence,abs_doji_ratio,wick_ratio,nr4_hl_diff,nr7_hl_diff,volume_ratio,ATR_ratio,entry_time_since_latest_touch,entry_time_since_min_touch,entry_touch_formation_time,entry_touch_density,entry_touch_regularity,entry_atr_trend,entry_num_touches,volume,trade_count,MACD,MACD_signal,MACD_hist,MACD_hist_roc,RSI,RSI_roc,MFI,MFI_roc,VWAP,VWAP_dist,VWAP_std,VWAP_std_close,central_value,central_value_dist,exit_ema,exit_ema_dist,H_L,ATR,MTR,avg_volume,avg_trade_count,log_return,volatility,rolling_range_min_4,rolling_range_min_7,rolling_ATR,ADX,trend_strength,buy_vol_balance,buy_vol_concentration,buy_vol_kurtosis,buy_hvn_balance,buy_hvn_concentration,buy_hvn_avg_prominence,sell_vol_balance,sell_vol_concentration,sell_vol_kurtosis,sell_hvn_balance,sell_hvn_concentration,sell_hvn_avg_prominence
Short Win max,Short,Win,max,3.0,245.75,8.0,130.0,63.0,130.0,140.68,0.48,1.35,1.91,41.0,38.0,100.0,2.0,9.0,16.0,41.0,100.0,21.0,42.0,42.0,164.2,0.0,187.72,-0.35,0.56,0.0,0.63,-0.02,37.0,28.0,37.0,29.0,0.11,0.19,0.08,0.11,3.86,3.83,0.22,0.14,2.05,8.32,0.63,30.0,26.0,0.21,0.29,0.22,0.79,0.91,0.0,0.98,-0.03,37.0,11.0,37.0,11.0,245.8,0.39,0.39,0.91,0.79,1.0,-0.0,-0.0,1.0,3.5,0.19,0.24,2.47,1.2,75.0,75.0,185.0,0.83,3.44,0.0,21.0,163709.0,3632.0,0.19,0.19,0.06,0.01,53.87,10.43,66.63,12.94,245.52,3.44,2.73,2.69,246.07,0.55,246.06,0.54,0.38,0.27,0.24,123366.09,1990.65,-0.0,0.0,0.19,0.18,0.3,58.48,39.75,0.04,0.37,3.6,0.42,0.8,0.0,-0.0,0.39,3.55,0.31,0.8,0.01
Short Lose mean,Short,Lose,mean,0.21,233.86,3.2,103.04,15.82,111.07,-7.48,-0.1,0.4,0.57,6.18,0.96,11.02,1.2,2.68,6.18,5.18,33.83,3.09,4.8,7.0,1.14,-7.82,2.62,-8.51,0.02,-0.1,0.03,-0.11,2.68,6.82,3.82,6.66,0.05,-0.03,0.03,0.02,1.84,-1.34,-0.0,0.02,-1.13,1.15,-3.54,3.48,5.02,0.02,0.05,0.03,-0.07,0.04,-0.08,0.07,-0.1,2.75,5.64,2.8,3.75,233.93,0.23,0.23,0.64,0.36,0.66,-0.0,-0.0,0.66,1.96,0.08,0.09,1.23,1.02,10.96,17.16,54.98,0.2,1.49,-0.0,11.21,91578.98,1175.14,0.06,0.04,0.01,0.01,40.78,4.63,42.06,4.37,234.53,0.6,1.29,0.59,234.14,0.21,234.13,0.2,0.18,0.15,0.13,71784.37,1037.22,-0.0,0.0,0.1,0.09,0.15,32.38,18.46,-0.24,0.31,-2.46,-0.69,0.66,0.0,-0.28,0.34,-2.5,-0.63,0.67,0.0
Short Lose std,Short,Lose,std,0.53,8.08,1.46,29.8,15.49,21.36,6.72,0.05,0.39,0.55,4.71,2.05,17.16,0.44,2.25,4.71,4.92,30.75,3.32,4.78,4.92,2.53,6.77,4.21,7.41,0.03,0.04,0.04,0.04,3.71,4.42,3.93,4.32,0.03,0.04,0.02,0.02,1.01,2.0,0.02,0.01,1.87,2.99,2.2,2.83,4.13,0.04,0.07,0.04,0.06,0.06,0.04,0.07,0.04,3.55,4.68,3.63,4.57,8.07,0.08,0.08,0.18,0.18,0.22,0.02,0.0,0.22,1.83,0.07,0.07,0.55,0.14,30.49,30.57,61.19,0.16,0.66,0.0,4.93,71121.21,590.25,0.07,0.06,0.02,0.01,9.19,2.26,15.37,4.66,7.9,1.52,0.77,0.82,8.05,0.18,8.05,0.17,0.08,0.05,0.04,35279.81,484.65,0.0,0.0,0.04,0.04,0.05,10.2,15.37,0.16,0.05,0.93,0.36,0.11,0.0,0.17,0.05,0.95,0.41,0.12,0.0
Short Lose min,Short,Lose,min,0.0,219.84,2.0,17.0,1.0,68.0,-25.31,-0.27,0.01,0.01,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,2.0,0.0,-25.31,0.0,-29.24,0.0,-0.27,0.0,-0.27,0.0,1.0,0.0,1.0,-0.01,-0.1,0.01,0.0,-0.49,-9.51,-0.06,0.0,-6.4,-6.4,-9.83,1.0,1.0,-0.0,-0.2,-0.02,-0.25,0.0,-0.25,0.01,-0.25,0.0,0.0,0.0,0.0,219.85,0.1,0.11,0.15,0.08,0.08,-0.13,-0.01,0.08,1.0,0.0,0.0,0.51,0.82,1.0,1.0,2.0,0.03,0.35,-0.01,3.0,27599.0,560.0,-0.16,-0.16,-0.03,-0.01,21.53,-0.74,15.58,-13.02,221.37,-2.97,0.41,-1.16,220.24,-0.42,220.23,-0.41,0.07,0.08,0.06,32433.57,606.83,-0.0,0.0,0.03,0.03,0.07,18.76,-37.52,-0.47,0.2,-2.99,-1.0,0.47,0.0,-0.54,0.21,-2.99,-1.0,0.42,0.0
Short Lose 25%,Short,Lose,25%,0.0,227.24,2.0,85.75,4.75,92.5,-11.11,-0.13,0.1,0.14,3.0,0.0,0.0,1.0,1.0,3.0,1.0,9.14,0.75,1.0,3.0,0.0,-11.28,0.0,-12.15,0.0,-0.13,0.0,-0.14,0.0,3.0,1.0,3.0,0.03,-0.06,0.02,0.02,1.2,-2.28,-0.02,0.01,-2.44,-1.11,-4.31,1.0,2.0,0.0,0.02,0.01,-0.1,0.0,-0.1,0.02,-0.12,0.0,2.0,0.0,0.0,227.43,0.18,0.18,0.48,0.2,0.51,-0.0,-0.0,0.51,1.25,0.03,0.03,0.9,0.93,1.0,2.0,11.0,0.1,0.93,-0.0,7.0,48030.0,750.25,0.02,0.0,0.0,0.0,35.77,3.34,31.72,1.36,227.15,-0.15,0.81,-0.13,227.62,0.12,227.61,0.11,0.12,0.12,0.1,46725.67,759.93,-0.0,0.0,0.07,0.06,0.11,24.94,13.2,-0.35,0.27,-2.91,-0.94,0.58,0.0,-0.43,0.29,-2.94,-0.94,0.6,0.0
Short Lose 50%,Short,Lose,50%,0.0,236.51,3.0,113.5,11.0,120.0,-5.4,-0.1,0.26,0.38,5.0,0.0,0.0,1.0,2.0,5.0,4.0,24.16,2.0,3.0,6.0,0.0,-6.4,0.61,-7.08,0.0,-0.1,0.02,-0.11,1.0,6.0,2.5,6.0,0.05,-0.03,0.03,0.02,1.77,-1.51,-0.0,0.02,-0.59,1.72,-2.87,2.5,4.0,0.0,0.05,0.02,-0.07,0.01,-0.08,0.05,-0.1,1.0,4.5,1.0,2.0,236.64,0.21,0.21,0.68,0.32,0.7,-0.0,-0.0,0.7,1.43,0.06,0.07,1.13,0.98,2.0,7.0,36.5,0.15,1.5,-0.0,11.0,64474.0,982.0,0.05,0.03,0.01,0.01,40.36,4.48,43.26,4.51,236.52,0.63,1.03,0.77,236.89,0.2,236.88,0.19,0.16,0.14,0.12,59142.51,883.74,-0.0,0.0,0.09,0.08,0.14,30.2,20.65,-0.24,0.3,-2.8,-0.81,0.66,0.0,-0.28,0.34,-2.83,-0.73,0.67,0.0
Short Lose 75%,Short,Lose,75%,0.0,241.79,4.0,126.25,24.0,129.0,-1.92,-0.08,0.55,0.77,8.0,1.0,20.0,1.0,4.0,8.0,7.0,45.82,5.0,6.25,9.25,0.99,-2.17,3.34,-2.53,0.03,-0.08,0.05,-0.09,4.25,10.0,6.0,9.0,0.07,-0.01,0.04,0.03,2.25,0.0,0.01,0.02,0.26,2.85,-1.97,5.0,7.0,0.03,0.09,0.05,-0.04,0.06,-0.05,0.08,-0.07,4.25,9.0,4.25,6.0,241.82,0.26,0.26,0.8,0.52,0.8,0.0,0.0,0.8,1.96,0.13,0.15,1.31,1.08,6.5,20.5,76.5,0.28,1.98,-0.0,13.25,107836.75,1448.75,0.08,0.06,0.02,0.01,44.8,6.0,51.45,7.82,242.07,1.53,1.73,1.23,242.01,0.29,242.01,0.28,0.22,0.18,0.15,83141.07,1116.22,-0.0,0.0,0.12,0.11,0.16,39.18,27.01,-0.16,0.34,-2.54,-0.62,0.75,0.0,-0.2,0.37,-2.56,-0.53,0.74,0.0
Short Lose max,Short,Lose,max,2.0,244.82,8.0,136.0,67.0,136.0,-0.22,-0.01,1.38,1.92,20.0,13.0,68.42,3.0,9.0,20.0,18.0,100.0,13.0,21.0,22.0,10.45,-0.22,18.21,-0.21,0.16,-0.03,0.19,-0.04,18.0,22.0,18.0,22.0,0.18,0.07,0.11,0.11,4.98,2.56,0.08,0.06,1.58,9.26,0.02,10.0,20.0,0.21,0.26,0.15,0.15,0.3,0.0,0.36,-0.03,18.0,22.0,18.0,22.0,244.83,0.47,0.47,0.92,0.85,1.0,-0.0,-0.0,1.0,13.0,0.32,0.32,2.98,1.5,208.0,208.0,261.0,0.75,2.82,0.0,29.0,365741.0,3415.0,0.25,0.19,0.05,0.02,78.41,11.19,92.05,15.11,245.44,6.71,3.84,1.97,244.92,0.73,244.92,0.7,0.41,0.29,0.25,200932.99,3285.23,-0.0,0.0,0.2,0.18,0.31,63.4,54.26,0.27,0.42,1.43,0.54,0.88,0.0,0.25,0.45,2.22,0.72,0.95,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Win count,Long,Win,count,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,26.0,30.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Long Lose count,Long,Lose,count,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,31.0,62.0,31.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
Short Win count,Short,Win,count,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,18.0,22.0,18.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Short Lose count,Short,Lose,count,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,22.0,56.0,22.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
